"ISCED97","GEO","AGE","SEX","WSTATUS","UNIT","TIME","Value","Flag and Footnotes"
"No education","UKC1","Total","Total","Employed persons","Number","2011","0",""
"No education","UKC2","Total","Total","Employed persons","Number","2011","0",""
"No education","UKD","Total","Total","Employed persons","Number","2011","0",""
"No education","UKD1","Total","Total","Employed persons","Number","2011","0",""
"No education","UKD3","Total","Total","Employed persons","Number","2011","0",""
"No education","UKD4","Total","Total","Employed persons","Number","2011","0",""
"No education","UKD6","Total","Total","Employed persons","Number","2011","0",""
"No education","UKD7","Total","Total","Employed persons","Number","2011","0",""
"No education","UKE","Total","Total","Employed persons","Number","2011","0",""
"No education","UKE1","Total","Total","Employed persons","Number","2011","0",""
"No education","UKE2","Total","Total","Employed persons","Number","2011","0",""
"No education","UKE3","Total","Total","Employed persons","Number","2011","0",""
"No education","UKE4","Total","Total","Employed persons","Number","2011","0",""
"No education","UKF","Total","Total","Employed persons","Number","2011","0",""
"No education","UKF1","Total","Total","Employed persons","Number","2011","0",""
"No education","UKF2","Total","Total","Employed persons","Number","2011","0",""
"No education","UKF3","Total","Total","Employed persons","Number","2011","0",""
"No education","UKG","Total","Total","Employed persons","Number","2011","0",""
"No education","UKG1","Total","Total","Employed persons","Number","2011","0",""
"No education","UKG2","Total","Total","Employed persons","Number","2011","0",""
"No education","UKG3","Total","Total","Employed persons","Number","2011","0",""
"No education","UKH","Total","Total","Employed persons","Number","2011","0",""
"No education","UKH1","Total","Total","Employed persons","Number","2011","0",""
"No education","UKH2","Total","Total","Employed persons","Number","2011","0",""
"No education","UKH3","Total","Total","Employed persons","Number","2011","0",""
"No education","UKI","Total","Total","Employed persons","Number","2011","0",""
"No education","UKI1","Total","Total","Employed persons","Number","2011","0",""
"No education","UKI2","Total","Total","Employed persons","Number","2011","0",""
"No education","UKJ","Total","Total","Employed persons","Number","2011","0",""
"No education","UKJ1","Total","Total","Employed persons","Number","2011","0",""
"No education","UKJ2","Total","Total","Employed persons","Number","2011","0",""
"No education","UKJ3","Total","Total","Employed persons","Number","2011","0",""
"No education","UKJ4","Total","Total","Employed persons","Number","2011","0",""
"No education","UKK","Total","Total","Employed persons","Number","2011","0",""
"No education","UKK1","Total","Total","Employed persons","Number","2011","0",""
"No education","UKK2","Total","Total","Employed persons","Number","2011","0",""
"No education","UKK3","Total","Total","Employed persons","Number","2011","0",""
"No education","UKK4","Total","Total","Employed persons","Number","2011","0",""
"No education","UKL","Total","Total","Employed persons","Number","2011","0",""
"No education","UKL1","Total","Total","Employed persons","Number","2011","0",""
"No education","UKL2","Total","Total","Employed persons","Number","2011","0",""
"No education","UKM","Total","Total","Employed persons","Number","2011","0",""
"No education","UKM2","Total","Total","Employed persons","Number","2011","0",""
"No education","UKM3","Total","Total","Employed persons","Number","2011","0",""
"No education","UKM5","Total","Total","Employed persons","Number","2011","0",""
"No education","UKM6","Total","Total","Employed persons","Number","2011","0",""
"No education","UKN","Total","Total","Employed persons","Number","2011","0",""
"No education","UKN0","Total","Total","Employed persons","Number","2011","0",""
"No education","UKZ","Total","Total","Employed persons","Number","2011","0",""
"No education","UKZZ","Total","Total","Employed persons","Number","2011","0",""
"No education","EFTA","Total","Total","Employed persons","Number","2011","44,479",""
"No education","IS","Total","Total","Employed persons","Number","2011","45",""
"No education","IS0","Total","Total","Employed persons","Number","2011","45",""
"No education","IS00","Total","Total","Employed persons","Number","2011","45",""
"No education","ISZ","Total","Total","Employed persons","Number","2011","0",""
"No education","ISZZ","Total","Total","Employed persons","Number","2011","0",""
"No education","LI","Total","Total","Employed persons","Number","2011","145",""
"No education","LI0","Total","Total","Employed persons","Number","2011","145",""
"No education","LI00","Total","Total","Employed persons","Number","2011","145",""
"No education","LIZ","Total","Total","Employed persons","Number","2011","0",""
"No education","LIZZ","Total","Total","Employed persons","Number","2011","0",""
"No education","NO","Total","Total","Employed persons","Number","2011","3,160",""
"No education","NO0","Total","Total","Employed persons","Number","2011","3,160",""
"No education","NO01","Total","Total","Employed persons","Number","2011","1,206",""
"No education","NO02","Total","Total","Employed persons","Number","2011","179",""
"No education","NO03","Total","Total","Employed persons","Number","2011","475",""
"No education","NO04","Total","Total","Employed persons","Number","2011","423",""
"No education","NO05","Total","Total","Employed persons","Number","2011","415",""
"No education","NO06","Total","Total","Employed persons","Number","2011","156",""
"No education","NO07","Total","Total","Employed persons","Number","2011","306",""
"No education","NOZ","Total","Total","Employed persons","Number","2011","0",""
"No education","NOZZ","Total","Total","Employed persons","Number","2011","0",""
"No education","CH","Total","Total","Employed persons","Number","2011","41,129",""
"No education","CH0","Total","Total","Employed persons","Number","2011","41,129",""
"No education","CH01","Total","Total","Employed persons","Number","2011","8,818",""
"No education","CH02","Total","Total","Employed persons","Number","2011","8,686",""
"No education","CH03","Total","Total","Employed persons","Number","2011","5,837",""
"No education","CH04","Total","Total","Employed persons","Number","2011","7,054",""
"No education","CH05","Total","Total","Employed persons","Number","2011","6,401",""
"No education","CH06","Total","Total","Employed persons","Number","2011","3,739",""
"No education","CH07","Total","Total","Employed persons","Number","2011","594","u"
"No education","CHZ","Total","Total","Employed persons","Number","2011","0",""
"No education","CHZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE10","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE21","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE22","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE23","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE24","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE25","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE31","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE32","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE33","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE34","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BE35","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BEZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BEZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BG","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BG3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BG31","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BG32","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BG33","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BG34","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BG4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BG41","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BG42","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BGZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","BGZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CZ0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CZ01","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CZ02","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CZ03","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CZ04","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CZ05","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CZ06","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CZ07","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CZ08","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CZZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DK","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DK0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DK01","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DK02","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DK03","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DK04","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DK05","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DKZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DKZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE11","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE12","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE13","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE14","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE21","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE22","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE23","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE24","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE25","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE26","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE27","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE30","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE40","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE5","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE50","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE6","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE60","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE7","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE71","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE72","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE73","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE8","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE80","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE9","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE91","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE92","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE93","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DE94","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEA","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEA1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEA2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEA3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEA4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEA5","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEB","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEB1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEB2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEB3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEC","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DED","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DED2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DED4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DED5","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEE","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEE0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEF","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEF0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEG","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEG0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","DEZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EE","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EE0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EE00","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EEZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EEZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","IE","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","IE0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","IE01","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","IE02","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","IEZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","IEZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL11","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL12","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL13","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL14","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL21","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL22","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL23","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL24","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL25","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL30","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL41","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL42","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","EL43","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ELS","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ELSS","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ELZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ELZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES11","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES12","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES13","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES21","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES22","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES23","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES24","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES30","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES41","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES42","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES43","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES5","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES51","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES52","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES53","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES6","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES61","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES62","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES63","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES64","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES7","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ES70","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ESZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ESZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR10","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR21","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR22","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR23","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR24","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR25","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR26","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR30","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR41","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR42","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR43","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR5","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR51","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR52","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR53","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR6","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR61","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR62","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR63","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR7","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR71","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR72","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR8","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR81","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR82","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR83","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR9","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR91","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR92","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR93","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FR94","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FRZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","FRZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HR","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HR0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HR03","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HR04","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HRZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HRZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","IT","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITC","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITC1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITC2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITC3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITC4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITH","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITH1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITH2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITH3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITH4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITH5","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITI","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITI1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITI2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITI3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITI4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITF","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITF1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITF2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITF3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITF4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITF5","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITF6","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITG","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITG1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITG2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ITZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CY","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CY0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CY00","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CYZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","CYZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LV","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LV0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LV00","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LVZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LVZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LT","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LT0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LT00","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LTZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LTZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LU","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LU0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LU00","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LUZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","LUZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HU","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HU1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HU10","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HU2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HU21","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HU22","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HU23","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HU3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HU31","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HU32","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HU33","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HUZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","HUZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","MT","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","MT0","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","MT00","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","MTZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","MTZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL11","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL12","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL13","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL21","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL22","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL23","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL31","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL32","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL33","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL34","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL41","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NL42","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NLZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","NLZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","AT","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","AT1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","AT11","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","AT12","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","AT13","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","AT2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","AT21","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","AT22","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","AT3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","AT31","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","AT32","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","AT33","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","AT34","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ATZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","ATZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL11","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL12","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL2","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL21","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL22","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL3","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL31","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL32","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL33","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL34","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL4","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL41","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL42","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL43","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL5","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL51","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL52","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL6","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL61","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL62","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PL63","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PLZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PLZZ","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PT","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PT1","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PT11","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PT15","Total","Total","Employed persons","Number","2011","0",""
"Not applicable","PT16","Total","Total","Employed persons","Number","2011","0",""
