TIME,GEO,UNIT,Value,Flag and Footnotes
2018,ES23,Percentage,:,
2018,ES23,Percentage of total population aged less than 60,8.8,
2018,ES23,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES23,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES24,Percentage,:,
2018,ES24,Percentage of total population aged less than 60,5.6,
2018,ES24,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES24,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES3,Percentage,:,
2018,ES3,Percentage of total population aged less than 60,6.5,
2018,ES3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES30,Percentage,:,
2018,ES30,Percentage of total population aged less than 60,6.5,
2018,ES30,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES30,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES4,Percentage,:,
2018,ES4,Percentage of total population aged less than 60,11.4,
2018,ES4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES41,Percentage,:,
2018,ES41,Percentage of total population aged less than 60,8.8,
2018,ES41,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES41,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES42,Percentage,:,
2018,ES42,Percentage of total population aged less than 60,12.3,
2018,ES42,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES42,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES43,Percentage,:,
2018,ES43,Percentage of total population aged less than 60,15.3,
2018,ES43,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES43,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES5,Percentage,:,
2018,ES5,Percentage of total population aged less than 60,7.4,
2018,ES5,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES5,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES51,Percentage,:,
2018,ES51,Percentage of total population aged less than 60,5.8,
2018,ES51,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES51,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES52,Percentage,:,
2018,ES52,Percentage of total population aged less than 60,10.7,
2018,ES52,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES52,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES53,Percentage,:,
2018,ES53,Percentage of total population aged less than 60,4.4,
2018,ES53,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES53,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES6,Percentage,:,
2018,ES6,Percentage of total population aged less than 60,17,
2018,ES6,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES6,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES61,Percentage,:,
2018,ES61,Percentage of total population aged less than 60,18.1,
2018,ES61,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES61,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES62,Percentage,:,
2018,ES62,Percentage of total population aged less than 60,10,
2018,ES62,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES62,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES63,Percentage,:,
2018,ES63,Percentage of total population aged less than 60,34.6,
2018,ES63,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES63,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES64,Percentage,:,
2018,ES64,Percentage of total population aged less than 60,15.6,
2018,ES64,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES64,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES7,Percentage,:,
2018,ES7,Percentage of total population aged less than 60,16.3,
2018,ES7,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES7,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ES70,Percentage,:,
2018,ES70,Percentage of total population aged less than 60,16.3,
2018,ES70,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ES70,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,FR,Percentage,:,
2018,FR,Percentage of total population aged less than 60,8,
2018,FR,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,FR,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HR,Percentage,:,
2018,HR,Percentage of total population aged less than 60,11.2,
2018,HR,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HR,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HR03,Percentage,:,
2018,HR03,Percentage of total population aged less than 60,11.3,
2018,HR03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HR03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HR04,Percentage,:,
2018,HR04,Percentage of total population aged less than 60,11.2,
2018,HR04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HR04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,IT,Percentage,:,
2018,IT,Percentage of total population aged less than 60,11.3,
2018,IT,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,IT,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITC,Percentage,:,
2018,ITC,Percentage of total population aged less than 60,7,
2018,ITC,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITC,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITC1,Percentage,:,
2018,ITC1,Percentage of total population aged less than 60,8.9,
2018,ITC1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITC1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITC2,Percentage,:,
2018,ITC2,Percentage of total population aged less than 60,5.6,
2018,ITC2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITC2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITC3,Percentage,:,
2018,ITC3,Percentage of total population aged less than 60,7.3,
2018,ITC3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITC3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITC4,Percentage,:,
2018,ITC4,Percentage of total population aged less than 60,6.2,
2018,ITC4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITC4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITH,Percentage,:,
2018,ITH,Percentage of total population aged less than 60,5.5,
2018,ITH,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITH,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITH1,Percentage,:,
2018,ITH1,Percentage of total population aged less than 60,3.1,
2018,ITH1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITH1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITH2,Percentage,:,
2018,ITH2,Percentage of total population aged less than 60,7.7,
2018,ITH2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITH2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITH3,Percentage,:,
2018,ITH3,Percentage of total population aged less than 60,4.8,
2018,ITH3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITH3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITH4,Percentage,:,
2018,ITH4,Percentage of total population aged less than 60,5.7,
2018,ITH4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITH4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITH5,Percentage,:,
2018,ITH5,Percentage of total population aged less than 60,6.2,
2018,ITH5,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITH5,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITI,Percentage,:,
2018,ITI,Percentage of total population aged less than 60,8.6,
2018,ITI,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITI,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITI1,Percentage,:,
2018,ITI1,Percentage of total population aged less than 60,6,
2018,ITI1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITI1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITI2,Percentage,:,
2018,ITI2,Percentage of total population aged less than 60,8.8,
2018,ITI2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITI2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITI3,Percentage,:,
2018,ITI3,Percentage of total population aged less than 60,5.8,
2018,ITI3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITI3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITI4,Percentage,:,
2018,ITI4,Percentage of total population aged less than 60,10.9,
2018,ITI4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITI4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITF,Percentage,:,
2018,ITF,Percentage of total population aged less than 60,16.6,
2018,ITF,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITF,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITF1,Percentage,:,
2018,ITF1,Percentage of total population aged less than 60,10.7,
2018,ITF1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITF1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITF2,Percentage,:,
2018,ITF2,Percentage of total population aged less than 60,9.8,
2018,ITF2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITF2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITF3,Percentage,:,
2018,ITF3,Percentage of total population aged less than 60,20.9,
2018,ITF3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITF3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITF4,Percentage,:,
2018,ITF4,Percentage of total population aged less than 60,13.4,
2018,ITF4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITF4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITF5,Percentage,:,
2018,ITF5,Percentage of total population aged less than 60,17.3,
2018,ITF5,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITF5,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITF6,Percentage,:,
2018,ITF6,Percentage of total population aged less than 60,14.2,
2018,ITF6,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITF6,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITG,Percentage,:,
2018,ITG,Percentage of total population aged less than 60,24.2,
2018,ITG,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITG,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITG1,Percentage,:,
2018,ITG1,Percentage of total population aged less than 60,25.8,
2018,ITG1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITG1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,ITG2,Percentage,:,
2018,ITG2,Percentage of total population aged less than 60,19.3,
2018,ITG2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,ITG2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,CY,Percentage,:,
2018,CY,Percentage of total population aged less than 60,8.6,
2018,CY,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,CY,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,LV,Percentage,:,
2018,LV,Percentage of total population aged less than 60,7.6,
2018,LV,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,LV,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,LT,Percentage,:,
2018,LT,Percentage of total population aged less than 60,9,
2018,LT,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,LT,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,LU,Percentage,:,
2018,LU,Percentage of total population aged less than 60,8.3,
2018,LU,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,LU,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HU,Percentage,:,
2018,HU,Percentage of total population aged less than 60,5.7,
2018,HU,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HU,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HU1,Percentage,:,
2018,HU1,Percentage of total population aged less than 60,4.1,
2018,HU1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HU1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HU11,Percentage,:,
2018,HU11,Percentage of total population aged less than 60,5.2,
2018,HU11,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HU11,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HU12,Percentage,:,
2018,HU12,Percentage of total population aged less than 60,2.7,
2018,HU12,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HU12,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HU10,Percentage,:,
2018,HU10,Percentage of total population aged less than 60,:,
2018,HU10,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HU10,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HU2,Percentage,:,
2018,HU2,Percentage of total population aged less than 60,5.3,
2018,HU2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HU2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HU21,Percentage,:,
2018,HU21,Percentage of total population aged less than 60,2.4,
2018,HU21,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HU21,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HU22,Percentage,:,
2018,HU22,Percentage of total population aged less than 60,6.7,
2018,HU22,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HU22,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HU23,Percentage,:,
2018,HU23,Percentage of total population aged less than 60,7.4,
2018,HU23,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HU23,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HU3,Percentage,:,
2018,HU3,Percentage of total population aged less than 60,7.2,
2018,HU3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HU3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HU31,Percentage,:,
2018,HU31,Percentage of total population aged less than 60,10.2,
2018,HU31,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HU31,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HU32,Percentage,:,
2018,HU32,Percentage of total population aged less than 60,6.7,
2018,HU32,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HU32,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,HU33,Percentage,:,
2018,HU33,Percentage of total population aged less than 60,5,
2018,HU33,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,HU33,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,MT,Percentage,:,
2018,MT,Percentage of total population aged less than 60,5.5,
2018,MT,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,MT,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL,Percentage,:,
2018,NL,Percentage of total population aged less than 60,8.6,
2018,NL,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL1,Percentage,:,
2018,NL1,Percentage of total population aged less than 60,10.3,
2018,NL1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL11,Percentage,:,
2018,NL11,Percentage of total population aged less than 60,11.4,
2018,NL11,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL11,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL12,Percentage,:,
2018,NL12,Percentage of total population aged less than 60,9.8,
2018,NL12,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL12,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL13,Percentage,:,
2018,NL13,Percentage of total population aged less than 60,9.8,
2018,NL13,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL13,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL2,Percentage,:,
2018,NL2,Percentage of total population aged less than 60,7.6,
2018,NL2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL21,Percentage,:,
2018,NL21,Percentage of total population aged less than 60,8.4,
2018,NL21,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL21,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL22,Percentage,:,
2018,NL22,Percentage of total population aged less than 60,7.7,
2018,NL22,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL22,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL23,Percentage,:,
2018,NL23,Percentage of total population aged less than 60,4.5,
2018,NL23,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL23,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL3,Percentage,:,
2018,NL3,Percentage of total population aged less than 60,9.2,
2018,NL3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL31,Percentage,:,
2018,NL31,Percentage of total population aged less than 60,7.7,
2018,NL31,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL31,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL32,Percentage,:,
2018,NL32,Percentage of total population aged less than 60,8.5,
2018,NL32,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL32,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL33,Percentage,:,
2018,NL33,Percentage of total population aged less than 60,10.6,
2018,NL33,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL33,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL34,Percentage,:,
2018,NL34,Percentage of total population aged less than 60,4.7,
2018,NL34,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL34,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL4,Percentage,:,
2018,NL4,Percentage of total population aged less than 60,7.4,
2018,NL4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL41,Percentage,:,
2018,NL41,Percentage of total population aged less than 60,5.8,
2018,NL41,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL41,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,NL42,Percentage,:,
2018,NL42,Percentage of total population aged less than 60,11.1,
2018,NL42,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,NL42,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,AT,Percentage,:,
2018,AT,Percentage of total population aged less than 60,7.3,
2018,AT,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,AT,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,AT11,Percentage,:,
2018,AT11,Percentage of total population aged less than 60,:,
2018,AT11,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,AT11,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,AT12,Percentage,:,
2018,AT12,Percentage of total population aged less than 60,:,
2018,AT12,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,AT12,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,AT13,Percentage,:,
2018,AT13,Percentage of total population aged less than 60,:,
2018,AT13,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,AT13,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,AT21,Percentage,:,
2018,AT21,Percentage of total population aged less than 60,:,
2018,AT21,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,AT21,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,AT22,Percentage,:,
2018,AT22,Percentage of total population aged less than 60,:,
2018,AT22,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,AT22,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,AT31,Percentage,:,
2018,AT31,Percentage of total population aged less than 60,:,
2018,AT31,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,AT31,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,AT32,Percentage,:,
2018,AT32,Percentage of total population aged less than 60,:,
2018,AT32,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,AT32,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,AT33,Percentage,:,
2018,AT33,Percentage of total population aged less than 60,:,
2018,AT33,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,AT33,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,AT34,Percentage,:,
2018,AT34,Percentage of total population aged less than 60,:,
2018,AT34,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,AT34,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,PL,Percentage,:,
2018,PL,Percentage of total population aged less than 60,5.6,
2018,PL,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,PL,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,PL1,Percentage,:,
2018,PL1,Percentage of total population aged less than 60,:,
2018,PL1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,PL1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,PL2,Percentage,:,
2018,PL2,Percentage of total population aged less than 60,5.8,
2018,PL2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,PL2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,PL3,Percentage,:,
2018,PL3,Percentage of total population aged less than 60,:,
2018,PL3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,PL3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,PL4,Percentage,:,
2018,PL4,Percentage of total population aged less than 60,4.7,
2018,PL4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,PL4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,PL5,Percentage,:,
2018,PL5,Percentage of total population aged less than 60,6.4,
2018,PL5,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,PL5,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,PL6,Percentage,:,
2018,PL6,Percentage of total population aged less than 60,6.8,
2018,PL6,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,PL6,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,PL7,Percentage,:,
2018,PL7,Percentage of total population aged less than 60,4.2,
2018,PL7,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,PL7,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,PL8,Percentage,:,
2018,PL8,Percentage of total population aged less than 60,7.3,
2018,PL8,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,PL8,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,PL9,Percentage,:,
2018,PL9,Percentage of total population aged less than 60,4,
2018,PL9,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,PL9,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,PT,Percentage,:,
2018,PT,Percentage of total population aged less than 60,7.2,
2018,PT,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,PT,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,RO,Percentage,:,
2018,RO,Percentage of total population aged less than 60,7.4,
2018,RO,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,RO,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,RO1,Percentage,:,
2018,RO1,Percentage of total population aged less than 60,5.9,
2018,RO1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,RO1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,RO11,Percentage,:,
2018,RO11,Percentage of total population aged less than 60,5,
2018,RO11,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,RO11,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,RO12,Percentage,:,
2018,RO12,Percentage of total population aged less than 60,6.9,
2018,RO12,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,RO12,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,RO2,Percentage,:,
2018,RO2,Percentage of total population aged less than 60,7.4,
2018,RO2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,RO2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,RO21,Percentage,:,
2018,RO21,Percentage of total population aged less than 60,3.2,
2018,RO21,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,RO21,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,RO22,Percentage,:,
2018,RO22,Percentage of total population aged less than 60,13,
2018,RO22,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,RO22,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,RO3,Percentage,:,
2018,RO3,Percentage of total population aged less than 60,6.3,
2018,RO3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,RO3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,RO31,Percentage,:,
2018,RO31,Percentage of total population aged less than 60,9.3,
2018,RO31,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,RO31,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,RO32,Percentage,:,
2018,RO32,Percentage of total population aged less than 60,2.7,
2018,RO32,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,RO32,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,RO4,Percentage,:,
2018,RO4,Percentage of total population aged less than 60,10.8,
2018,RO4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,RO4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,RO41,Percentage,:,
2018,RO41,Percentage of total population aged less than 60,12.9,
2018,RO41,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,RO41,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,RO42,Percentage,:,
2018,RO42,Percentage of total population aged less than 60,8.6,
2018,RO42,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,RO42,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SI,Percentage,:,
2018,SI,Percentage of total population aged less than 60,5.4,
2018,SI,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SI,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SI03,Percentage,:,
2018,SI03,Percentage of total population aged less than 60,6.7,
2018,SI03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SI03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SI01,Percentage,:,
2018,SI01,Percentage of total population aged less than 60,:,
2018,SI01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SI01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SI04,Percentage,:,
2018,SI04,Percentage of total population aged less than 60,3.8,
2018,SI04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SI04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SI02,Percentage,:,
2018,SI02,Percentage of total population aged less than 60,:,
2018,SI02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SI02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SK,Percentage,:,
2018,SK,Percentage of total population aged less than 60,:,
2018,SK,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SK,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SK01,Percentage,:,
2018,SK01,Percentage of total population aged less than 60,:,
2018,SK01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SK01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SK02,Percentage,:,
2018,SK02,Percentage of total population aged less than 60,:,
2018,SK02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SK02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SK03,Percentage,:,
2018,SK03,Percentage of total population aged less than 60,:,
2018,SK03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2018,SK03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2018,SK04,Percentage,:,
2018,SK04,Percentage of total population aged less than 60,:,
